Geographic Area(s),Year(s),Age Group/Status,Test Type,Blood Lead Reference Value,Number of Children Tested,Number of Children with an EBLL,Percent of Children Tested with an EBLL
49237**,2019,All Children <6,All Test Types,5,44,,Suppressed
49237**,2020,All Children <6,All Test Types,3.5,38,,Suppressed
49237,2020,All Children <6,All Test Types,5,38,0,0
49237**,2021,All Children <6,All Test Types,3.5,31,,Suppressed
49237**,2021,All Children <6,All Test Types,5,31,,Suppressed
49237**,2022,All Children <6,All Test Types,3.5,36,,Suppressed
49237**,2022,All Children <6,All Test Types,5,36,,Suppressed
49237**,2023,All Children <6,All Test Types,3.5,40,,Suppressed
49237**,2023,All Children <6,All Test Types,5,40,,Suppressed
49237**,2024,All Children <6,All Test Types,3.5,41,,Suppressed
49237**,2024,All Children <6,All Test Types,5,41,,Suppressed
49238**,2010,All Children <6,All Test Types,3.5,37,,Suppressed
49238**,2010,All Children <6,All Test Types,5,37,,Suppressed
49238,2011,All Children <6,All Test Types,3.5,29,0,0
49238,2011,All Children <6,All Test Types,5,29,0,0
49238**,2012,All Children <6,All Test Types,3.5,31,,Suppressed
49238,2012,All Children <6,All Test Types,5,31,0,0
49238**,2013,All Children <6,All Test Types,3.5,30,,Suppressed
49238,2013,All Children <6,All Test Types,5,30,0,0
49238**,2014,All Children <6,All Test Types,3.5,26,,Suppressed
49238**,2014,All Children <6,All Test Types,5,26,,Suppressed
49238**,2015,All Children <6,All Test Types,3.5,20,,Suppressed
49238,2015,All Children <6,All Test Types,5,20,0,0
49238,2016,All Children <6,All Test Types,3.5,25,6,24
49238**,2016,All Children <6,All Test Types,5,25,,Suppressed
49238**,2017,All Children <6,All Test Types,3.5,19,,Suppressed
49238,2017,All Children <6,All Test Types,5,19,0,0
49238,2018,All Children <6,All Test Types,3.5,10,0,0
49238,2018,All Children <6,All Test Types,5,10,0,0
49238,2019,All Children <6,All Test Types,3.5,13,0,0
49238,2019,All Children <6,All Test Types,5,13,0,0
49238,2020,All Children <6,All Test Types,3.5,9,0,0
49238,2020,All Children <6,All Test Types,5,9,0,0
49238,2021,All Children <6,All Test Types,3.5,10,0,0
49238,2021,All Children <6,All Test Types,5,10,0,0
49238,2022,All Children <6,All Test Types,3.5,6,0,0
49238,2022,All Children <6,All Test Types,5,6,0,0
49238**,2023,All Children <6,All Test Types,3.5,17,,Suppressed
49238**,2023,All Children <6,All Test Types,5,17,,Suppressed
49238,2024,All Children <6,All Test Types,3.5,20,0,0
49238,2024,All Children <6,All Test Types,5,20,0,0
49239,2011,All Children <6,All Test Types,3.5,,0,0
49239,2011,All Children <6,All Test Types,5,,0,0
49239,2012,All Children <6,All Test Types,3.5,,0,0
49239,2012,All Children <6,All Test Types,5,,0,0
49239,2013,All Children <6,All Test Types,3.5,,0,0
49239,2013,All Children <6,All Test Types,5,,0,0
49239,2014,All Children <6,All Test Types,3.5,,0,0
49239,2014,All Children <6,All Test Types,5,,0,0
49239,2015,All Children <6,All Test Types,3.5,,0,0
49239,2015,All Children <6,All Test Types,5,,0,0
49239,2016,All Children <6,All Test Types,3.5,,0,0
49239,2016,All Children <6,All Test Types,5,,0,0
49239,2017,All Children <6,All Test Types,3.5,,0,0
49239,2017,All Children <6,All Test Types,5,,0,0
49240**,2010,All Children <6,All Test Types,3.5,66,,Suppressed
49240**,2010,All Children <6,All Test Types,5,66,,Suppressed
49240**,2011,All Children <6,All Test Types,3.5,66,,Suppressed
49240**,2011,All Children <6,All Test Types,5,66,,Suppressed
49240,2012,All Children <6,All Test Types,3.5,62,6,9.7
49240**,2012,All Children <6,All Test Types,5,62,,Suppressed
49240**,2013,All Children <6,All Test Types,3.5,74,,Suppressed
49240**,2013,All Children <6,All Test Types,5,74,,Suppressed
49240**,2014,All Children <6,All Test Types,3.5,79,,Suppressed
49240,2014,All Children <6,All Test Types,5,79,0,0
49240**,2015,All Children <6,All Test Types,3.5,85,,Suppressed
49240**,2015,All Children <6,All Test Types,5,85,,Suppressed
49240,2016,All Children <6,All Test Types,3.5,85,10,11.8
49240**,2016,All Children <6,All Test Types,5,85,,Suppressed
49240**,2017,All Children <6,All Test Types,3.5,81,,Suppressed
49240**,2017,All Children <6,All Test Types,5,81,,Suppressed
49240**,2018,All Children <6,All Test Types,3.5,88,,Suppressed
49240**,2018,All Children <6,All Test Types,5,88,,Suppressed
49240,2019,All Children <6,All Test Types,3.5,82,6,7.3
49240,2019,All Children <6,All Test Types,5,82,0,0
49240**,2020,All Children <6,All Test Types,3.5,75,,Suppressed
49240**,2020,All Children <6,All Test Types,5,75,,Suppressed
49240**,2021,All Children <6,All Test Types,3.5,51,,Suppressed
49240,2021,All Children <6,All Test Types,5,51,0,0
49240,2022,All Children <6,All Test Types,3.5,63,0,0
49240,2022,All Children <6,All Test Types,5,63,0,0
49240,2023,All Children <6,All Test Types,3.5,84,0,0
49240,2023,All Children <6,All Test Types,5,84,0,0
49240**,2024,All Children <6,All Test Types,3.5,158,,Suppressed
49240**,2024,All Children <6,All Test Types,5,158,,Suppressed
49241**,2010,All Children <6,All Test Types,3.5,41,,Suppressed
49241,2010,All Children <6,All Test Types,5,41,0,0
49241,2011,All Children <6,All Test Types,3.5,33,6,18.2
49241**,2011,All Children <6,All Test Types,5,33,,Suppressed
49241**,2012,All Children <6,All Test Types,3.5,38,,Suppressed
49241,2012,All Children <6,All Test Types,5,38,0,0
49241**,2013,All Children <6,All Test Types,3.5,39,,Suppressed
49241**,2013,All Children <6,All Test Types,5,39,,Suppressed
49241**,2014,All Children <6,All Test Types,3.5,39,,Suppressed
49241**,2014,All Children <6,All Test Types,5,39,,Suppressed
49241**,2015,All Children <6,All Test Types,3.5,39,,Suppressed
49241**,2015,All Children <6,All Test Types,5,39,,Suppressed
49241**,2016,All Children <6,All Test Types,3.5,30,,Suppressed
49241**,2016,All Children <6,All Test Types,5,30,,Suppressed
49241**,2017,All Children <6,All Test Types,3.5,28,,Suppressed
49241**,2017,All Children <6,All Test Types,5,28,,Suppressed
49241,2018,All Children <6,All Test Types,3.5,22,6,27.3
49241**,2018,All Children <6,All Test Types,5,22,,Suppressed
49241**,2019,All Children <6,All Test Types,3.5,32,,Suppressed
49241**,2019,All Children <6,All Test Types,5,32,,Suppressed
49241**,2020,All Children <6,All Test Types,3.5,24,,Suppressed
49241**,2020,All Children <6,All Test Types,5,24,,Suppressed
49241,2021,All Children <6,All Test Types,3.5,32,0,0
49241,2021,All Children <6,All Test Types,5,32,0,0
49241,2022,All Children <6,All Test Types,3.5,22,0,0
49241,2022,All Children <6,All Test Types,5,22,0,0
49241**,2023,All Children <6,All Test Types,3.5,32,,Suppressed
49241**,2023,All Children <6,All Test Types,5,32,,Suppressed
49241**,2024,All Children <6,All Test Types,3.5,31,,Suppressed
49241,2024,All Children <6,All Test Types,5,31,0,0
49242,2010,All Children <6,All Test Types,3.5,209,30,14.4
49242,2010,All Children <6,All Test Types,5,209,22,10.5
49242,2011,All Children <6,All Test Types,3.5,252,34,13.5
49242,2011,All Children <6,All Test Types,5,252,17,6.7
49242,2012,All Children <6,All Test Types,3.5,232,23,9.9
49242,2012,All Children <6,All Test Types,5,232,15,6.5
49242,2013,All Children <6,All Test Types,3.5,280,13,4.6
49242,2013,All Children <6,All Test Types,5,280,6,2.1
49242,2014,All Children <6,All Test Types,3.5,289,20,6.9
49242,2014,All Children <6,All Test Types,5,289,9,3.1
49242,2015,All Children <6,All Test Types,3.5,283,15,5.3
49242,2015,All Children <6,All Test Types,5,283,10,3.5
49242,2016,All Children <6,All Test Types,3.5,333,27,8.1
49242,2016,All Children <6,All Test Types,5,333,16,4.8
49242,2017,All Children <6,All Test Types,3.5,337,30,8.9
49242,2017,All Children <6,All Test Types,5,337,15,4.5
49242,2018,All Children <6,All Test Types,3.5,204,16,7.8
49242,2018,All Children <6,All Test Types,5,204,7,3.4
49242,2019,All Children <6,All Test Types,3.5,226,14,6.2
49242,2019,All Children <6,All Test Types,5,226,9,4
49242,2020,All Children <6,All Test Types,3.5,110,14,12.7
49242,2020,All Children <6,All Test Types,5,110,7,6.4
49242**,2021,All Children <6,All Test Types,3.5,124,,Suppressed
49242**,2021,All Children <6,All Test Types,5,124,,Suppressed
49242**,2022,All Children <6,All Test Types,3.5,162,,Suppressed
49242**,2022,All Children <6,All Test Types,5,162,,Suppressed
49242,2023,All Children <6,All Test Types,3.5,246,24,9.8
49242,2023,All Children <6,All Test Types,5,246,9,3.7
49242,2024,All Children <6,All Test Types,3.5,167,12,7.2
49242,2024,All Children <6,All Test Types,5,167,7,4.2
49244**,2014,All Children <6,All Test Types,3.5,,,Suppressed
49244**,2014,All Children <6,All Test Types,5,,,Suppressed
49245,2010,All Children <6,All Test Types,3.5,55,6,10.9
49245**,2010,All Children <6,All Test Types,5,55,,Suppressed
49245**,2011,All Children <6,All Test Types,3.5,48,,Suppressed
49245**,2011,All Children <6,All Test Types,5,48,,Suppressed
49245,2012,All Children <6,All Test Types,3.5,65,7,10.8
49245**,2012,All Children <6,All Test Types,5,65,,Suppressed
49245**,2013,All Children <6,All Test Types,3.5,66,,Suppressed
49245**,2013,All Children <6,All Test Types,5,66,,Suppressed
49245**,2014,All Children <6,All Test Types,3.5,58,,Suppressed
49245**,2014,All Children <6,All Test Types,5,58,,Suppressed
49245,2015,All Children <6,All Test Types,3.5,51,7,13.7
49245**,2015,All Children <6,All Test Types,5,51,,Suppressed
49245,2016,All Children <6,All Test Types,3.5,57,6,10.5
49245**,2016,All Children <6,All Test Types,5,57,,Suppressed
49245,2017,All Children <6,All Test Types,3.5,58,7,12.1
49245**,2017,All Children <6,All Test Types,5,58,,Suppressed
49245,2018,All Children <6,All Test Types,3.5,58,11,19
49245,2018,All Children <6,All Test Types,5,58,9,15.5
49245,2019,All Children <6,All Test Types,3.5,59,10,16.9
49245**,2019,All Children <6,All Test Types,5,59,,Suppressed
49245**,2020,All Children <6,All Test Types,3.5,28,,Suppressed
49245**,2020,All Children <6,All Test Types,5,28,,Suppressed
49245,2021,All Children <6,All Test Types,3.5,26,6,23.1
49245**,2021,All Children <6,All Test Types,5,26,,Suppressed
49245**,2022,All Children <6,All Test Types,3.5,39,,Suppressed
49245**,2022,All Children <6,All Test Types,5,39,,Suppressed
49245**,2023,All Children <6,All Test Types,3.5,61,,Suppressed
49245**,2023,All Children <6,All Test Types,5,61,,Suppressed
49245**,2024,All Children <6,All Test Types,3.5,55,,Suppressed
49245,2024,All Children <6,All Test Types,5,55,0,0
49246**,2010,All Children <6,All Test Types,3.5,28,,Suppressed
49246,2010,All Children <6,All Test Types,5,28,0,0
49246**,2011,All Children <6,All Test Types,3.5,29,,Suppressed
49246,2011,All Children <6,All Test Types,5,29,0,0
49246**,2012,All Children <6,All Test Types,3.5,38,,Suppressed
49246**,2012,All Children <6,All Test Types,5,38,,Suppressed
49246**,2013,All Children <6,All Test Types,3.5,39,,Suppressed
49246,2013,All Children <6,All Test Types,5,39,0,0
49246**,2014,All Children <6,All Test Types,3.5,40,,Suppressed
49246**,2014,All Children <6,All Test Types,5,40,,Suppressed
49246**,2015,All Children <6,All Test Types,3.5,46,,Suppressed
49246,2015,All Children <6,All Test Types,5,46,0,0
49246**,2016,All Children <6,All Test Types,3.5,30,,Suppressed
49246,2016,All Children <6,All Test Types,5,30,0,0
49246**,2017,All Children <6,All Test Types,3.5,37,,Suppressed
49246**,2017,All Children <6,All Test Types,5,37,,Suppressed
49246**,2018,All Children <6,All Test Types,3.5,36,,Suppressed
49246**,2018,All Children <6,All Test Types,5,36,,Suppressed
49246**,2019,All Children <6,All Test Types,3.5,48,,Suppressed
49246**,2019,All Children <6,All Test Types,5,48,,Suppressed
49246**,2020,All Children <6,All Test Types,3.5,46,,Suppressed
49246**,2020,All Children <6,All Test Types,5,46,,Suppressed
49246**,2021,All Children <6,All Test Types,3.5,40,,Suppressed
49246,2021,All Children <6,All Test Types,5,40,0,0
49246,2022,All Children <6,All Test Types,3.5,45,0,0
49246,2022,All Children <6,All Test Types,5,45,0,0
49246**,2023,All Children <6,All Test Types,3.5,58,,Suppressed
49246**,2023,All Children <6,All Test Types,5,58,,Suppressed
49246**,2024,All Children <6,All Test Types,3.5,55,,Suppressed
49246**,2024,All Children <6,All Test Types,5,55,,Suppressed
49247,2010,All Children <6,All Test Types,3.5,118,18,15.3
49247,2010,All Children <6,All Test Types,5,118,7,5.9
49247,2011,All Children <6,All Test Types,3.5,107,17,15.9
49247,2011,All Children <6,All Test Types,5,107,6,5.6
49247,2012,All Children <6,All Test Types,3.5,110,14,12.7
49247,2012,All Children <6,All Test Types,5,110,12,10.9
49247,2013,All Children <6,All Test Types,3.5,95,8,8.4
49247**,2013,All Children <6,All Test Types,5,95,,Suppressed
49247,2014,All Children <6,All Test Types,3.5,86,19,22.1
49247,2014,All Children <6,All Test Types,5,86,13,15.1
49247,2015,All Children <6,All Test Types,3.5,105,14,13.3
49247,2015,All Children <6,All Test Types,5,105,9,8.6
49247,2016,All Children <6,All Test Types,3.5,102,21,20.6
49247,2016,All Children <6,All Test Types,5,102,8,7.8
49247,2017,All Children <6,All Test Types,3.5,95,7,7.4
49247**,2017,All Children <6,All Test Types,5,95,,Suppressed
49247,2018,All Children <6,All Test Types,3.5,92,11,12
49247**,2018,All Children <6,All Test Types,5,92,,Suppressed
49247,2019,All Children <6,All Test Types,3.5,87,14,16.1
49247,2019,All Children <6,All Test Types,5,87,8,9.2
49247,2020,All Children <6,All Test Types,3.5,65,12,18.5
49247**,2020,All Children <6,All Test Types,5,65,,Suppressed
49247,2021,All Children <6,All Test Types,3.5,45,6,13.3
49247,2021,All Children <6,All Test Types,5,45,6,13.3
49247,2022,All Children <6,All Test Types,3.5,67,10,14.9
49247,2022,All Children <6,All Test Types,5,67,7,10.4
49247,2023,All Children <6,All Test Types,3.5,74,10,13.5
49247**,2023,All Children <6,All Test Types,5,74,,Suppressed
49247**,2024,All Children <6,All Test Types,3.5,47,,Suppressed
49247**,2024,All Children <6,All Test Types,5,47,,Suppressed
49248**,2010,All Children <6,All Test Types,3.5,13,,Suppressed
49248**,2010,All Children <6,All Test Types,5,13,,Suppressed
49248**,2011,All Children <6,All Test Types,3.5,7,,Suppressed
49248**,2011,All Children <6,All Test Types,5,7,,Suppressed
49248**,2012,All Children <6,All Test Types,3.5,15,,Suppressed
49248**,2012,All Children <6,All Test Types,5,15,,Suppressed
49248**,2013,All Children <6,All Test Types,3.5,7,,Suppressed
49248**,2013,All Children <6,All Test Types,5,7,,Suppressed
49248**,2014,All Children <6,All Test Types,3.5,8,,Suppressed
49248**,2014,All Children <6,All Test Types,5,8,,Suppressed
49248**,2015,All Children <6,All Test Types,3.5,9,,Suppressed
49248**,2015,All Children <6,All Test Types,5,9,,Suppressed
49248,2016,All Children <6,All Test Types,3.5,,0,0
49248,2016,All Children <6,All Test Types,5,,0,0
49248,2017,All Children <6,All Test Types,3.5,6,0,0
49248,2017,All Children <6,All Test Types,5,6,0,0
49248,2018,All Children <6,All Test Types,3.5,,0,0
49248,2018,All Children <6,All Test Types,5,,0,0
49248,2019,All Children <6,All Test Types,3.5,6,0,0
49248,2019,All Children <6,All Test Types,5,6,0,0
49248,2020,All Children <6,All Test Types,3.5,8,0,0
49248,2020,All Children <6,All Test Types,5,8,0,0
49248,2021,All Children <6,All Test Types,3.5,7,0,0
49248,2021,All Children <6,All Test Types,5,7,0,0
49248**,2022,All Children <6,All Test Types,3.5,8,,Suppressed
49248**,2022,All Children <6,All Test Types,5,8,,Suppressed
49248,2023,All Children <6,All Test Types,3.5,9,0,0
49248,2023,All Children <6,All Test Types,5,9,0,0
49248,2024,All Children <6,All Test Types,3.5,9,0,0
49248,2024,All Children <6,All Test Types,5,9,0,0
49249**,2010,All Children <6,All Test Types,3.5,31,,Suppressed
49249**,2010,All Children <6,All Test Types,5,31,,Suppressed
49249,2011,All Children <6,All Test Types,3.5,39,0,0
49249,2011,All Children <6,All Test Types,5,39,0,0
49249**,2012,All Children <6,All Test Types,3.5,33,,Suppressed
49249,2012,All Children <6,All Test Types,5,33,0,0
49249**,2013,All Children <6,All Test Types,3.5,55,,Suppressed
49249**,2013,All Children <6,All Test Types,5,55,,Suppressed
49249**,2014,All Children <6,All Test Types,3.5,41,,Suppressed
49249**,2014,All Children <6,All Test Types,5,41,,Suppressed
49249**,2015,All Children <6,All Test Types,3.5,40,,Suppressed
49249**,2015,All Children <6,All Test Types,5,40,,Suppressed
49249,2016,All Children <6,All Test Types,3.5,42,6,14.3
49249**,2016,All Children <6,All Test Types,5,42,,Suppressed
49249**,2017,All Children <6,All Test Types,3.5,50,,Suppressed
49249**,2017,All Children <6,All Test Types,5,50,,Suppressed
49249**,2018,All Children <6,All Test Types,3.5,42,,Suppressed
49249**,2018,All Children <6,All Test Types,5,42,,Suppressed
49249**,2019,All Children <6,All Test Types,3.5,58,,Suppressed
49249**,2019,All Children <6,All Test Types,5,58,,Suppressed
49249**,2020,All Children <6,All Test Types,3.5,27,,Suppressed
49249**,2020,All Children <6,All Test Types,5,27,,Suppressed
49249**,2021,All Children <6,All Test Types,3.5,30,,Suppressed
49249**,2021,All Children <6,All Test Types,5,30,,Suppressed
49249**,2022,All Children <6,All Test Types,3.5,42,,Suppressed
